relativeTimestamp,absoluteTimestamp,value
0.0,2018-11-25T22:46:10Z,2.689458176
10.0,2018-11-25T22:46:20Z,2.732695552
20.0,2018-11-25T22:46:30Z,2.73700864
30.0,2018-11-25T22:46:40Z,2.72642048
40.0,2018-11-25T22:46:50Z,2.72687104
50.0,2018-11-25T22:47:00Z,2.727739392
60.0,2018-11-25T22:47:10Z,2.735628288
70.0,2018-11-25T22:47:20Z,2.764152832
80.0,2018-11-25T22:47:30Z,2.764578816
90.0,2018-11-25T22:47:40Z,2.76119552
100.0,2018-11-25T22:47:50Z,2.762493952
110.0,2018-11-25T22:48:00Z,2.767601664
120.0,2018-11-25T22:48:10Z,2.767233024
130.0,2018-11-25T22:48:20Z,2.782216192
140.0,2018-11-25T22:48:30Z,2.783543296
150.0,2018-11-25T22:48:40Z,2.783977472
160.0,2018-11-25T22:48:50Z,2.782486528
170.0,2018-11-25T22:49:00Z,2.783420416
180.0,2018-11-25T22:49:10Z,2.7838464
190.0,2018-11-25T22:49:20Z,2.785062912
200.0,2018-11-25T22:49:30Z,2.78478848
210.0,2018-11-25T22:49:40Z,2.78480896
220.0,2018-11-25T22:49:50Z,2.784735232
230.0,2018-11-25T22:50:00Z,2.785366016
240.0,2018-11-25T22:50:10Z,2.786021376
250.0,2018-11-25T22:50:20Z,2.785808384
260.0,2018-11-25T22:50:30Z,2.787241984
270.0,2018-11-25T22:50:40Z,2.7858944
280.0,2018-11-25T22:50:50Z,2.786328576
290.0,2018-11-25T22:51:00Z,2.786889728
300.0,2018-11-25T22:51:10Z,2.786066432
310.0,2018-11-25T22:51:20Z,2.786238464
320.0,2018-11-25T22:51:30Z,2.786525184
330.0,2018-11-25T22:51:40Z,2.787356672
340.0,2018-11-25T22:51:50Z,2.786402304
350.0,2018-11-25T22:52:00Z,2.786639872
360.0,2018-11-25T22:52:10Z,2.787434496
370.0,2018-11-25T22:52:20Z,2.78718464
380.0,2018-11-25T22:52:30Z,2.786742272
390.0,2018-11-25T22:52:40Z,2.787684352
400.0,2018-11-25T22:52:50Z,2.787848192
410.0,2018-11-25T22:53:00Z,2.788581376
420.0,2018-11-25T22:53:10Z,2.787909632
430.0,2018-11-25T22:53:20Z,2.788040704
440.0,2018-11-25T22:53:30Z,2.788978688
450.0,2018-11-25T22:53:40Z,2.787688448
460.0,2018-11-25T22:53:50Z,2.788847616
470.0,2018-11-25T22:54:00Z,2.787442688
480.0,2018-11-25T22:54:10Z,2.788675584
490.0,2018-11-25T22:54:20Z,2.787524608
500.0,2018-11-25T22:54:30Z,2.788429824
510.0,2018-11-25T22:54:40Z,2.78689792
520.0,2018-11-25T22:54:50Z,2.785435648
530.0,2018-11-25T22:55:00Z,2.78378496
540.0,2018-11-25T22:55:10Z,2.784137216
550.0,2018-11-25T22:55:20Z,2.785030144
560.0,2018-11-25T22:55:30Z,2.784722944
570.0,2018-11-25T22:55:40Z,2.785370112
580.0,2018-11-25T22:55:50Z,2.785624064
590.0,2018-11-25T22:56:00Z,2.785746944
600.0,2018-11-25T22:56:10Z,2.78564864
610.0,2018-11-25T22:56:20Z,2.785927168
620.0,2018-11-25T22:56:30Z,2.786635776
630.0,2018-11-25T22:56:40Z,2.78685696
640.0,2018-11-25T22:56:50Z,2.786136064
650.0,2018-11-25T22:57:00Z,2.784915456
660.0,2018-11-25T22:57:10Z,2.784919552
670.0,2018-11-25T22:57:20Z,2.78413312
680.0,2018-11-25T22:57:30Z,2.783936512
690.0,2018-11-25T22:57:40Z,2.785230848
700.0,2018-11-25T22:57:50Z,2.78390784
710.0,2018-11-25T22:58:00Z,2.782306304
720.0,2018-11-25T22:58:10Z,2.780155904
730.0,2018-11-25T22:58:20Z,2.779242496
740.0,2018-11-25T22:58:30Z,2.77641216
750.0,2018-11-25T22:58:40Z,2.77694464
760.0,2018-11-25T22:58:50Z,2.777370624
770.0,2018-11-25T22:59:00Z,2.777223168
780.0,2018-11-25T22:59:10Z,2.776879104
790.0,2018-11-25T22:59:20Z,2.776551424
800.0,2018-11-25T22:59:30Z,2.77764096
810.0,2018-11-25T22:59:40Z,2.77766144
820.0,2018-11-25T22:59:50Z,2.777509888
830.0,2018-11-25T23:00:00Z,2.77446656
840.0,2018-11-25T23:00:10Z,2.772148224
850.0,2018-11-25T23:00:20Z,2.771038208
860.0,2018-11-25T23:00:30Z,2.770776064
870.0,2018-11-25T23:00:40Z,2.770415616
880.0,2018-11-25T23:00:50Z,2.770763776
890.0,2018-11-25T23:01:00Z,2.770907136
900.0,2018-11-25T23:01:10Z,2.768986112
910.0,2018-11-25T23:01:20Z,2.76893696
920.0,2018-11-25T23:01:30Z,2.769543168
930.0,2018-11-25T23:01:40Z,2.768994304
940.0,2018-11-25T23:01:50Z,2.769526784
950.0,2018-11-25T23:02:00Z,2.770096128
960.0,2018-11-25T23:02:10Z,2.769928192
970.0,2018-11-25T23:02:20Z,2.77020672
980.0,2018-11-25T23:02:30Z,2.771144704
990.0,2018-11-25T23:02:40Z,2.770870272
1000.0,2018-11-25T23:02:50Z,2.771505152
1010.0,2018-11-25T23:03:00Z,2.772553728
1020.0,2018-11-25T23:03:10Z,2.771533824
1030.0,2018-11-25T23:03:20Z,2.772799488
1040.0,2018-11-25T23:03:30Z,2.773241856
1050.0,2018-11-25T23:03:40Z,2.771775488
1060.0,2018-11-25T23:03:50Z,2.77159936
1070.0,2018-11-25T23:04:00Z,2.772672512
1080.0,2018-11-25T23:04:10Z,2.773172224
1090.0,2018-11-25T23:04:20Z,2.772762624
1100.0,2018-11-25T23:04:30Z,2.773008384
1110.0,2018-11-25T23:04:40Z,2.772865024
1120.0,2018-11-25T23:04:50Z,2.773762048
1130.0,2018-11-25T23:05:00Z,2.772668416
1140.0,2018-11-25T23:05:10Z,2.773917696
1150.0,2018-11-25T23:05:20Z,2.773843968
1160.0,2018-11-25T23:05:30Z,2.772832256
1170.0,2018-11-25T23:05:40Z,2.772881408
1180.0,2018-11-25T23:05:50Z,2.773225472
1190.0,2018-11-25T23:06:00Z,2.773766144
1200.0,2018-11-25T23:06:10Z,2.7748352
1210.0,2018-11-25T23:06:20Z,2.774478848
1220.0,2018-11-25T23:06:30Z,2.77481472
1230.0,2018-11-25T23:06:40Z,2.774925312
1240.0,2018-11-25T23:06:50Z,2.775007232
1250.0,2018-11-25T23:07:00Z,2.774659072
1260.0,2018-11-25T23:07:10Z,2.774577152
1270.0,2018-11-25T23:07:20Z,2.775195648
1280.0,2018-11-25T23:07:30Z,2.775154688
1290.0,2018-11-25T23:07:40Z,2.77489664
1300.0,2018-11-25T23:07:50Z,2.775371776
1310.0,2018-11-25T23:08:00Z,2.775638016
1320.0,2018-11-25T23:08:10Z,2.775154688
1330.0,2018-11-25T23:08:20Z,2.77573632
1340.0,2018-11-25T23:08:30Z,2.77530624
1350.0,2018-11-25T23:08:40Z,2.775379968
1360.0,2018-11-25T23:08:50Z,2.77563392
1370.0,2018-11-25T23:09:00Z,2.773323776
1380.0,2018-11-25T23:09:10Z,2.774249472
1390.0,2018-11-25T23:09:20Z,2.77327872
1400.0,2018-11-25T23:09:30Z,2.773377024
1410.0,2018-11-25T23:09:40Z,2.774417408
1420.0,2018-11-25T23:09:50Z,2.774106112
1430.0,2018-11-25T23:10:00Z,2.773798912
1440.0,2018-11-25T23:10:10Z,2.773782528
1450.0,2018-11-25T23:10:20Z,2.77536768
1460.0,2018-11-25T23:10:30Z,2.774654976
1470.0,2018-11-25T23:10:40Z,2.774614016
1480.0,2018-11-25T23:10:50Z,2.77630976
1490.0,2018-11-25T23:11:00Z,2.776178688
1500.0,2018-11-25T23:11:10Z,2.776293376
1510.0,2018-11-25T23:11:20Z,2.77600256
1520.0,2018-11-25T23:11:30Z,2.7771904
1530.0,2018-11-25T23:11:40Z,2.77704704
1540.0,2018-11-25T23:11:50Z,2.778554368
1550.0,2018-11-25T23:12:00Z,2.780127232
1560.0,2018-11-25T23:12:10Z,2.781888512
1570.0,2018-11-25T23:12:20Z,2.782220288
