relativeTimestamp,absoluteTimestamp,value
0.0,2018-11-25T22:46:20Z,0.007225
10.0,2018-11-25T22:46:30Z,2.835526
20.0,2018-11-25T22:46:40Z,0.045703
30.0,2018-11-25T22:46:50Z,0.007892
40.0,2018-11-25T22:47:00Z,0.00755
50.0,2018-11-25T22:47:10Z,1.37026
60.0,2018-11-25T22:47:20Z,10.304725
70.0,2018-11-25T22:47:30Z,12.321044
80.0,2018-11-25T22:47:40Z,12.314864
90.0,2018-11-25T22:47:50Z,12.72209
100.0,2018-11-25T22:48:00Z,11.064104
110.0,2018-11-25T22:48:10Z,12.785495
120.0,2018-11-25T22:48:20Z,11.644076
130.0,2018-11-25T22:48:30Z,11.491702
140.0,2018-11-25T22:48:40Z,13.009845
150.0,2018-11-25T22:48:50Z,11.670272
160.0,2018-11-25T22:49:00Z,11.029255
170.0,2018-11-25T22:49:10Z,11.578065
180.0,2018-11-25T22:49:20Z,11.888604
190.0,2018-11-25T22:49:30Z,10.896851
200.0,2018-11-25T22:49:40Z,12.78811
210.0,2018-11-25T22:49:50Z,14.017299
220.0,2018-11-25T22:50:00Z,14.20312
230.0,2018-11-25T22:50:10Z,11.713502
240.0,2018-11-25T22:50:20Z,13.647954
250.0,2018-11-25T22:50:30Z,12.285236
260.0,2018-11-25T22:50:40Z,11.967574
270.0,2018-11-25T22:50:50Z,12.374084
280.0,2018-11-25T22:51:00Z,11.764952
290.0,2018-11-25T22:51:10Z,13.091185
300.0,2018-11-25T22:51:20Z,12.07557
310.0,2018-11-25T22:51:30Z,12.719783
320.0,2018-11-25T22:51:40Z,12.456817
330.0,2018-11-25T22:51:50Z,12.244997
340.0,2018-11-25T22:52:00Z,12.809509
350.0,2018-11-25T22:52:10Z,13.377946
360.0,2018-11-25T22:52:20Z,12.474437
370.0,2018-11-25T22:52:30Z,12.988009
380.0,2018-11-25T22:52:40Z,12.606687
390.0,2018-11-25T22:52:50Z,13.638298
400.0,2018-11-25T22:53:00Z,11.704691
410.0,2018-11-25T22:53:10Z,12.815867
420.0,2018-11-25T22:53:20Z,12.222743
430.0,2018-11-25T22:53:30Z,12.796931
440.0,2018-11-25T22:53:40Z,11.359753
450.0,2018-11-25T22:53:50Z,11.755217
460.0,2018-11-25T22:54:00Z,12.996992
470.0,2018-11-25T22:54:10Z,13.666296
480.0,2018-11-25T22:54:20Z,12.318184
490.0,2018-11-25T22:54:30Z,13.013635
500.0,2018-11-25T22:54:40Z,12.789663
510.0,2018-11-25T22:54:50Z,11.822956
520.0,2018-11-25T22:55:00Z,10.926125
530.0,2018-11-25T22:55:10Z,11.964501
540.0,2018-11-25T22:55:20Z,11.781295
550.0,2018-11-25T22:55:30Z,12.556199
560.0,2018-11-25T22:55:40Z,13.125471
570.0,2018-11-25T22:55:50Z,11.203256
580.0,2018-11-25T22:56:00Z,12.853625
590.0,2018-11-25T22:56:10Z,10.430911
600.0,2018-11-25T22:56:20Z,11.447626
610.0,2018-11-25T22:56:30Z,10.65707
620.0,2018-11-25T22:56:40Z,10.423697
630.0,2018-11-25T22:56:50Z,12.487682
640.0,2018-11-25T22:57:00Z,10.336718
650.0,2018-11-25T22:57:10Z,9.695878
660.0,2018-11-25T22:57:20Z,10.51767
670.0,2018-11-25T22:57:30Z,11.192453
